"oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","y1_value","y2_value","y3_value","csquare","geom_wkt"
50703235,-71.6,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Dermochelys coriacea","2280","2021-08-31","2021-08-31",1,1,1,,,,"7307:391:245","POLYGON((-71.5 39.4,-71.6 39.4,-71.6 39.5,-71.5 39.5,-71.5 39.4))"
50703234,-70.7,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Grampus griseus","2280","2021-08-31","2021-08-31",2,17,1,,,,"7307:390:467","POLYGON((-70.7 39.6,-70.8 39.6,-70.8 39.7,-70.7 39.7,-70.7 39.6))"
50703233,-70.4,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Tursiops truncatus","2280","2021-08-31","2021-08-31",2,20,1,,,,"7307:390:393","POLYGON((-70.3 39.9,-70.4 39.9,-70.4 40,-70.3 40,-70.3 39.9))"
50703237,-71.1,40.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Mobula tarapacana","2280","2021-08-03","2021-08-03",4,9,1,,,,"7307:391:391","POLYGON((-71.1 39.9,-71.2 39.9,-71.2 40,-71.1 40,-71.1 39.9))"
50703236,-71.3,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Carcharodon carcharias","2280","2021-08-31","2021-08-31",1,1,1,,,,"7307:391:353","POLYGON((-71.3 39.5,-71.4 39.5,-71.4 39.6,-71.3 39.6,-71.3 39.5))"
50703254,-71.7,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Grampus griseus;Mobula tarapacana;Mola mola","2280","2021-08-03","2021-08-07",5,17,3,,,,"7307:391:467","POLYGON((-71.7 39.6,-71.8 39.6,-71.8 39.7,-71.7 39.7,-71.7 39.6))"
50703249,-71.7,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mobula tarapacana","2280","2021-08-07","2021-08-07",1,1,1,,,,"7307:391:466","POLYGON((-71.6 39.6,-71.7 39.6,-71.7 39.7,-71.6 39.7,-71.6 39.6))"
50703248,-71.5,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Eubalaena glacialis;Grampus griseus;Tursiops truncatus","2280","2021-08-03","2021-08-03",4,17,3,,,,"7307:391:465","POLYGON((-71.5 39.6,-71.6 39.6,-71.6 39.7,-71.5 39.7,-71.5 39.6))"
50703240,-71.7,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Cheloniidae;Chondrichthyes;Mobula tarapacana","2280","2021-08-07","2021-08-07",3,3,3,,,,"7307:391:457","POLYGON((-71.7 39.5,-71.8 39.5,-71.8 39.6,-71.7 39.6,-71.7 39.5))"
50703243,-71.8,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Grampus griseus;Mobula tarapacana;Prionace glauca","2280","2021-08-07","2021-08-07",3,25,3,,,,"7307:391:458","POLYGON((-71.8 39.5,-71.9 39.5,-71.9 39.6,-71.8 39.6,-71.8 39.5))"
50703245,-71.9,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinidae;Grampus griseus","2280","2021-08-07","2021-08-07",5,57,2,,,,"7307:391:459","POLYGON((-71.9 39.5,-72 39.5,-72 39.6,-71.9 39.6,-71.9 39.5))"
50703255,-71.8,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Grampus griseus","2280","2021-08-03","2021-08-03",1,1,1,,,,"7307:391:468","POLYGON((-71.8 39.6,-71.9 39.6,-71.9 39.7,-71.8 39.7,-71.8 39.6))"
50703260,-71.9,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinidae;Mola mola","2280","2021-08-03","2021-08-03",5,11,2,,,,"7307:391:478","POLYGON((-71.8 39.7,-71.9 39.7,-71.9 39.8,-71.8 39.8,-71.8 39.7))"
50703258,-71.6,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Grampus griseus;Mobula tarapacana","2280","2021-08-07","2021-08-07",4,38,2,,,,"7307:391:476","POLYGON((-71.6 39.7,-71.7 39.7,-71.7 39.8,-71.6 39.8,-71.6 39.7))"
50703256,-71.6,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Grampus griseus","2280","2021-08-07","2021-08-07",1,5,1,,,,"7307:391:475","POLYGON((-71.5 39.7,-71.6 39.7,-71.6 39.8,-71.5 39.8,-71.5 39.7))"
50703261,-71.5,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Galeocerdo cuvier","2280","2021-08-07","2021-08-07",1,1,1,,,,"7307:391:495","POLYGON((-71.5 39.9,-71.6 39.9,-71.6 40,-71.5 40,-71.5 39.9))"
50703262,-71.8,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-03","2021-08-03",1,1,1,,,,"7307:391:498","POLYGON((-71.8 39.9,-71.9 39.9,-71.9 40,-71.8 40,-71.8 39.9))"
50703288,-72.4,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Mola mola","2280","2021-08-07","2021-09-07",4,11,2,,,,"7307:392:374","POLYGON((-72.4 39.7,-72.5 39.7,-72.5 39.8,-72.4 39.8,-72.4 39.7))"
50703289,-72.4,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinus delphis","2280","2021-09-07","2021-09-07",1,8,1,,,,"7307:392:393","POLYGON((-72.3 39.9,-72.4 39.9,-72.4 40,-72.3 40,-72.3 39.9))"
50703314,-72.9,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Chelonia mydas","2280","2021-08-07","2021-08-07",2,2,2,,,,"7307:392:499","POLYGON((-72.9 39.9,-73 39.9,-73 40,-72.9 40,-72.9 39.9))"
50703312,-72.8,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Chelonia mydas;Cheloniidae;Lepidochelys kempii","2280","2021-08-07","2021-08-07",4,4,4,,,,"7307:392:488","POLYGON((-72.8 39.8,-72.9 39.8,-72.9 39.9,-72.8 39.9,-72.8 39.8))"
50703302,-72.9,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Chondrichthyes;Mola mola","2280","2021-09-07","2021-09-07",5,5,3,,,,"7307:392:479","POLYGON((-72.9 39.7,-73 39.7,-73 39.8,-72.9 39.8,-72.9 39.7))"
50703299,-72.9,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Cheloniidae","2280","2021-09-07","2021-09-07",2,2,1,,,,"7307:392:478","POLYGON((-72.8 39.7,-72.9 39.7,-72.9 39.8,-72.8 39.8,-72.8 39.7))"
50703298,-72.6,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Chelonia mydas;Mola mola","2280","2021-08-07","2021-08-07",3,3,2,,,,"7307:392:476","POLYGON((-72.6 39.7,-72.7 39.7,-72.7 39.8,-72.6 39.8,-72.6 39.7))"
50703308,-72.7,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Chelonia mydas;Cheloniidae","2280","2021-08-07","2021-08-07",3,3,2,,,,"7307:392:487","POLYGON((-72.7 39.8,-72.8 39.8,-72.8 39.9,-72.7 39.9,-72.7 39.8))"
50703306,-72.7,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Chelonia mydas;Dermochelys coriacea","2280","2021-08-07","2021-08-07",4,4,3,,,,"7307:392:486","POLYGON((-72.6 39.8,-72.7 39.8,-72.7 39.9,-72.6 39.9,-72.6 39.8))"
50703303,-72.5,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Tursiops truncatus","2280","2021-08-31","2021-08-31",1,1,1,,,,"7307:392:485","POLYGON((-72.5 39.8,-72.6 39.8,-72.6 39.9,-72.5 39.9,-72.5 39.8))"
50703296,-72.6,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-08-31","2021-08-31",1,1,1,,,,"7307:392:475","POLYGON((-72.5 39.7,-72.6 39.7,-72.6 39.8,-72.5 39.8,-72.5 39.7))"
50703294,-72.6,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Sphyrna;Tursiops truncatus","2280","2021-09-07","2021-09-07",3,6,2,,,,"7307:392:466","POLYGON((-72.6 39.6,-72.7 39.6,-72.7 39.7,-72.6 39.7,-72.6 39.6))"
50703295,-72.7,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Tursiops truncatus","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:392:467","POLYGON((-72.7 39.6,-72.8 39.6,-72.8 39.7,-72.7 39.7,-72.7 39.6))"
50703292,-72.9,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae","2280","2021-09-04","2021-09-04",3,3,2,,,,"7307:392:459","POLYGON((-72.9 39.5,-73 39.5,-73 39.6,-72.9 39.6,-72.9 39.5))"
50703290,-72.9,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-04","2021-09-04",2,2,1,,,,"7307:392:458","POLYGON((-72.8 39.5,-72.9 39.5,-72.9 39.6,-72.8 39.6,-72.8 39.5))"
50703282,-72.4,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Tursiops truncatus","2280","2021-08-31","2021-08-31",1,8,1,,,,"7307:392:354","POLYGON((-72.4 39.5,-72.5 39.5,-72.5 39.6,-72.4 39.6,-72.4 39.5))"
50703286,-72.5,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Tursiops truncatus","2280","2021-09-07","2021-09-07",2,2,1,,,,"7307:392:364","POLYGON((-72.4 39.6,-72.5 39.6,-72.5 39.7,-72.4 39.7,-72.4 39.6))"
50703285,-72.3,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinus delphis;Mola mola","2280","2021-08-07","2021-08-07",2,31,2,,,,"7307:392:363","POLYGON((-72.3 39.6,-72.4 39.6,-72.4 39.7,-72.3 39.7,-72.3 39.6))"
50703283,-72.1,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Sphyrna","2280","2021-08-07","2021-08-07",2,40,1,,,,"7307:392:361","POLYGON((-72.1 39.6,-72.2 39.6,-72.2 39.7,-72.1 39.7,-72.1 39.6))"
50703280,-72.1,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinidae","2280","2021-09-04","2021-09-04",1,1,1,,,,"7307:392:351","POLYGON((-72.1 39.5,-72.2 39.5,-72.2 39.6,-72.1 39.6,-72.1 39.5))"
50703281,-72.2,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinidae","2280","2021-08-31","2021-08-31",4,95,1,,,,"7307:392:352","POLYGON((-72.2 39.5,-72.3 39.5,-72.3 39.6,-72.2 39.6,-72.2 39.5))"
50703279,-72.0,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Chondrichthyes;Mobula tarapacana","2280","2021-09-04","2021-09-04",2,2,2,,,,"7307:392:350","POLYGON((-72 39.5,-72.1 39.5,-72.1 39.6,-72 39.6,-72 39.5))"
50703271,-72.1,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinidae;Mobula tarapacana","2280","2021-09-04","2021-09-04",6,26,2,,,,"7307:392:141","POLYGON((-72.1 39.4,-72.2 39.4,-72.2 39.5,-72.1 39.5,-72.1 39.4))"
50703268,-72.3,39.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Sphyrna","2280","2021-09-04","2021-09-04",2,2,1,,,,"7307:392:123","POLYGON((-72.3 39.2,-72.4 39.2,-72.4 39.3,-72.3 39.3,-72.3 39.2))"
50703267,-72.3,39.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Grampus griseus;Mobulidae","2280","2021-09-04","2021-09-04",2,2,2,,,,"7307:392:122","POLYGON((-72.2 39.2,-72.3 39.2,-72.3 39.3,-72.2 39.3,-72.2 39.2))"
50703265,-72.2,39.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinidae","2280","2021-09-04","2021-09-04",1,1,1,,,,"7307:392:121","POLYGON((-72.1 39.2,-72.2 39.2,-72.2 39.3,-72.1 39.3,-72.1 39.2))"
50703269,-72.2,39.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Grampus griseus","2280","2021-09-04","2021-09-04",9,34,1,,,,"7307:392:132","POLYGON((-72.2 39.3,-72.3 39.3,-72.3 39.4,-72.2 39.4,-72.2 39.3))"
50703264,-72.1,39.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mobula tarapacana","2280","2021-09-04","2021-09-04",1,1,1,,,,"7307:392:120","POLYGON((-72 39.2,-72.1 39.2,-72.1 39.3,-72 39.3,-72 39.2))"
50703263,-72.4,39.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinus delphis","2280","2021-09-04","2021-09-04",1,23,1,,,,"7307:392:114","POLYGON((-72.4 39.1,-72.5 39.1,-72.5 39.2,-72.4 39.2,-72.4 39.1))"
50703272,-72.7,39.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:392:216","POLYGON((-72.6 39.1,-72.7 39.1,-72.7 39.2,-72.6 39.2,-72.6 39.1))"
50703273,-72.9,39.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinus delphis","2280","2021-09-04","2021-09-04",1,3,1,,,,"7307:392:218","POLYGON((-72.8 39.1,-72.9 39.1,-72.9 39.2,-72.8 39.2,-72.8 39.1))"
50703274,-73.0,39.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Sphyrna","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:392:239","POLYGON((-72.9 39.3,-73 39.3,-73 39.4,-72.9 39.4,-72.9 39.3))"
50703275,-72.7,39.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Tursiops truncatus","2280","2021-09-04","2021-09-04",1,4,1,,,,"7307:392:247","POLYGON((-72.7 39.4,-72.8 39.4,-72.8 39.5,-72.7 39.5,-72.7 39.4))"
50703277,-72.8,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae","2280","2021-09-04","2021-09-04",4,4,2,,,,"7307:392:248","POLYGON((-72.8 39.4,-72.9 39.4,-72.9 39.5,-72.8 39.5,-72.8 39.4))"
50703333,-73.2,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Rhinoptera bonasus;Sphyrna","2280","2021-09-07","2021-09-07",3,42,3,,,,"7307:393:142","POLYGON((-73.2 39.4,-73.3 39.4,-73.3 39.5,-73.2 39.5,-73.2 39.4))"
50703330,-73.1,39.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Sphyrna","2280","2021-09-07","2021-09-07",6,8,2,,,,"7307:393:141","POLYGON((-73.1 39.4,-73.2 39.4,-73.2 39.5,-73.1 39.5,-73.1 39.4))"
50703334,-73.3,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-07","2021-09-07",2,2,1,,,,"7307:393:143","POLYGON((-73.3 39.4,-73.4 39.4,-73.4 39.5,-73.3 39.5,-73.3 39.4))"
50703328,-73.4,39.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae","2280","2021-09-04","2021-09-04",4,4,2,,,,"7307:393:134","POLYGON((-73.4 39.3,-73.5 39.3,-73.5 39.4,-73.4 39.4,-73.4 39.3))"
50703325,-73.4,39.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Cheloniidae","2280","2021-09-04","2021-09-04",2,2,1,,,,"7307:393:124","POLYGON((-73.4 39.2,-73.5 39.2,-73.5 39.3,-73.4 39.3,-73.4 39.2))"
50703324,-73.3,39.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae","2280","2021-09-04","2021-09-04",7,8,2,,,,"7307:393:123","POLYGON((-73.3 39.2,-73.4 39.2,-73.4 39.3,-73.3 39.3,-73.3 39.2))"
50703322,-73.2,39.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-04","2021-09-04",1,1,1,,,,"7307:393:122","POLYGON((-73.2 39.2,-73.3 39.2,-73.3 39.3,-73.2 39.3,-73.2 39.2))"
50703321,-73.2,39.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Sphyrna","2280","2021-09-04","2021-09-04",2,2,2,,,,"7307:393:121","POLYGON((-73.1 39.2,-73.2 39.2,-73.2 39.3,-73.1 39.3,-73.1 39.2))"
50703326,-73.1,39.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:130","POLYGON((-73 39.3,-73.1 39.3,-73.1 39.4,-73 39.4,-73 39.3))"
50703317,-73.3,39.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae;Sphyrna","2280","2021-09-07","2021-09-07",3,3,3,,,,"7307:393:103","POLYGON((-73.3 39,-73.4 39,-73.4 39.1,-73.3 39.1,-73.3 39))"
50703318,-73.4,39.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:104","POLYGON((-73.4 39,-73.5 39,-73.5 39.1,-73.4 39.1,-73.4 39))"
50703319,-73.5,39.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:114","POLYGON((-73.4 39.1,-73.5 39.1,-73.5 39.2,-73.4 39.2,-73.4 39.1))"
50703340,-73.7,39.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Galeocerdo cuvier","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:216","POLYGON((-73.6 39.1,-73.7 39.1,-73.7 39.2,-73.6 39.2,-73.6 39.1))"
50703339,-73.5,39.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Rhinoptera bonasus","2280","2021-09-07","2021-09-07",5,69,2,,,,"7307:393:215","POLYGON((-73.5 39.1,-73.6 39.1,-73.6 39.2,-73.5 39.2,-73.5 39.1))"
50703337,-73.7,39.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae;Rhinoptera bonasus","2280","2021-09-07","2021-09-07",6,705,3,,,,"7307:393:207","POLYGON((-73.7 39,-73.8 39,-73.8 39.1,-73.7 39.1,-73.7 39))"
50703341,-74.0,39.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Cheloniidae","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:229","POLYGON((-73.9 39.2,-74 39.2,-74 39.3,-73.9 39.3,-73.9 39.2))"
50703343,-73.5,39.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae","2280","2021-09-04","2021-09-04",8,8,2,,,,"7307:393:235","POLYGON((-73.5 39.3,-73.6 39.3,-73.6 39.4,-73.5 39.4,-73.5 39.3))"
50703346,-73.6,39.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Balaenoptera acutorostrata;Caretta caretta;Cheloniidae","2280","2021-09-04","2021-09-04",4,4,3,,,,"7307:393:236","POLYGON((-73.6 39.3,-73.7 39.3,-73.7 39.4,-73.6 39.4,-73.6 39.3))"
50703347,-73.8,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-04","2021-09-04",2,2,1,,,,"7307:393:248","POLYGON((-73.8 39.4,-73.9 39.4,-73.9 39.5,-73.8 39.5,-73.8 39.4))"
50703349,-73.9,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Rhinoptera bonasus","2280","2021-09-04","2021-09-04",3,22,2,,,,"7307:393:249","POLYGON((-73.9 39.4,-74 39.4,-74 39.5,-73.9 39.5,-73.9 39.4))"
50703394,-73.9,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae;Rhinoptera bonasus","2280","2021-09-07","2021-09-07",3,29,3,,,,"7307:393:469","POLYGON((-73.9 39.6,-74 39.6,-74 39.7,-73.9 39.7,-73.9 39.6))"
50703391,-73.8,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:468","POLYGON((-73.8 39.6,-73.9 39.6,-73.9 39.7,-73.8 39.7,-73.8 39.6))"
50703390,-73.7,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Sphyrna","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:467","POLYGON((-73.7 39.6,-73.8 39.6,-73.8 39.7,-73.7 39.7,-73.7 39.6))"
50703389,-73.6,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Cheloniidae","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:456","POLYGON((-73.6 39.5,-73.7 39.5,-73.7 39.6,-73.6 39.6,-73.6 39.5))"
50703388,-73.5,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Tursiops truncatus","2280","2021-09-07","2021-09-07",2,2,2,,,,"7307:393:455","POLYGON((-73.5 39.5,-73.6 39.5,-73.6 39.6,-73.5 39.6,-73.5 39.5))"
50703356,-73.4,39.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Chelonia mydas","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:354","POLYGON((-73.4 39.5,-73.5 39.5,-73.5 39.6,-73.4 39.6,-73.4 39.5))"
50703355,-73.1,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae;Rhinoptera bonasus","2280","2021-09-04","2021-09-04",10,212,3,,,,"7307:393:351","POLYGON((-73.1 39.5,-73.2 39.5,-73.2 39.6,-73.1 39.6,-73.1 39.5))"
50703352,-73.0,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Chelonia mydas;Cheloniidae","2280","2021-09-04","2021-09-04",10,12,3,,,,"7307:393:350","POLYGON((-73 39.5,-73.1 39.5,-73.1 39.6,-73 39.6,-73 39.5))"
50703359,-73.2,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-04","2021-09-04",10,14,1,,,,"7307:393:362","POLYGON((-73.2 39.6,-73.3 39.6,-73.3 39.7,-73.2 39.7,-73.2 39.6))"
50703358,-73.2,39.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae","2280","2021-09-04","2021-09-04",2,2,2,,,,"7307:393:361","POLYGON((-73.1 39.6,-73.2 39.6,-73.2 39.7,-73.1 39.7,-73.1 39.6))"
50703361,-73.3,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Rhinoptera bonasus","2280","2021-09-04","2021-09-04",2,51,2,,,,"7307:393:363","POLYGON((-73.3 39.6,-73.4 39.6,-73.4 39.7,-73.3 39.7,-73.3 39.6))"
50703362,-73.5,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-09-04","2021-09-04",1,1,1,,,,"7307:393:364","POLYGON((-73.4 39.6,-73.5 39.6,-73.5 39.7,-73.4 39.7,-73.4 39.6))"
50703366,-73.5,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Chelonia mydas","2280","2021-09-04","2021-09-04",1,1,1,,,,"7307:393:374","POLYGON((-73.4 39.7,-73.5 39.7,-73.5 39.8,-73.4 39.8,-73.4 39.7))"
50703379,-73.4,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:384","POLYGON((-73.4 39.8,-73.5 39.8,-73.5 39.9,-73.4 39.9,-73.4 39.8))"
50703378,-73.3,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-07","2021-09-07",3,3,1,,,,"7307:393:383","POLYGON((-73.3 39.8,-73.4 39.8,-73.4 39.9,-73.3 39.9,-73.3 39.8))"
50703365,-73.0,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae;Chondrichthyes","2280","2021-09-07","2021-09-07",4,4,3,,,,"7307:393:370","POLYGON((-73 39.7,-73.1 39.7,-73.1 39.8,-73 39.8,-73 39.7))"
50703372,-73.1,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae;Delphinus delphis;Mobula tarapacana;Mobulidae;Tursiops truncatus","2280","2021-09-07","2021-09-07",7,19,6,,,,"7307:393:381","POLYGON((-73.1 39.8,-73.2 39.8,-73.2 39.9,-73.1 39.9,-73.1 39.8))"
50703377,-73.2,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Cheloniidae;Mobulidae;Prionace glauca;Tursiops truncatus","2280","2021-09-07","2021-09-07",7,18,5,,,,"7307:393:382","POLYGON((-73.2 39.8,-73.3 39.8,-73.3 39.9,-73.2 39.9,-73.2 39.8))"
50703381,-73.0,40.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Chelonia mydas","2280","2021-08-07","2021-08-07",2,2,2,,,,"7307:393:390","POLYGON((-73 39.9,-73.1 39.9,-73.1 40,-73 40,-73 39.9))"
50703385,-73.1,40.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta;Chelonia mydas;Cheloniidae;Mola mola","2280","2021-08-07","2021-08-07",6,6,4,,,,"7307:393:391","POLYGON((-73.1 39.9,-73.2 39.9,-73.2 40,-73.1 40,-73.1 39.9))"
50703386,-73.5,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:394","POLYGON((-73.4 39.9,-73.5 39.9,-73.5 40,-73.4 40,-73.4 39.9))"
50703400,-73.6,40.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Sphyrna","2280","2021-09-07","2021-09-07",2,2,1,,,,"7307:393:495","POLYGON((-73.5 39.9,-73.6 39.9,-73.6 40,-73.5 40,-73.5 39.9))"
50703402,-73.7,40.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Chondrichthyes","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:497","POLYGON((-73.7 39.9,-73.8 39.9,-73.8 40,-73.7 40,-73.7 39.9))"
50703401,-73.6,40.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Chondrichthyes","2280","2021-09-07","2021-09-07",1,1,1,,,,"7307:393:496","POLYGON((-73.6 39.9,-73.7 39.9,-73.7 40,-73.6 40,-73.6 39.9))"
50703395,-73.6,39.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Cheloniidae","2280","2021-09-04","2021-09-04",1,1,1,,,,"7307:393:475","POLYGON((-73.5 39.7,-73.6 39.7,-73.6 39.8,-73.5 39.8,-73.5 39.7))"
50703397,-73.7,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Rhinoptera bonasus","2280","2021-09-04","2021-09-04",4,9,2,,,,"7307:393:477","POLYGON((-73.7 39.7,-73.8 39.7,-73.8 39.8,-73.7 39.8,-73.7 39.7))"
50703398,-73.8,39.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-04","2021-09-04",1,1,1,,,,"7307:393:487","POLYGON((-73.7 39.8,-73.8 39.8,-73.8 39.9,-73.7 39.9,-73.7 39.8))"
50703399,-73.9,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Caretta caretta","2280","2021-09-04","2021-09-04",2,2,1,,,,"7307:393:489","POLYGON((-73.9 39.8,-74 39.8,-74 39.9,-73.9 39.9,-73.9 39.8))"
50703425,-74.1,39.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Cheloniidae","2280","2021-09-04","2021-09-04",1,1,1,,,,"7307:394:380","POLYGON((-74 39.8,-74.1 39.8,-74.1 39.9,-74 39.9,-74 39.8))"
